chamber,congress,year,party.mean.diff.d1,prop.moderate.d1,prop.moderate.dem.d1,prop.moderate.rep.d1,overlap,chamber.mean.d1,chamber.mean.d2,dem.mean.d1,dem.mean.d2,rep.mean.d1,rep.mean.d2,north.rep.mean.d1,north.rep.mean.d2,south.rep.mean.d1,south.rep.mean.d2,north.dem.mean.d1,north.dem.mean.d2,south.dem.mean.d1,south.dem.mean.d2,mean_weight,mean_contrib
House,52,1891,0.7663788381931493,0.23546511627906977,0.2793522267206478,0.0449438202247191,0,-0.1391017441860465,-0.13578488372093023,-0.3414574898785425,-0.2368663967611336,0.4249213483146067,0.04412359550561797,0.4218735632183908,0.03635632183908046,0.5575,0.382,-0.2786666666666667,-0.33170440251572325,-0.454909090909091,-0.06551136363636363,0.8130841121495327,0.6231304572224672
Senate,52,1891,0.7517641723356009,0.15625,0.02222222222222222,0.24489795918367344,0,-0.0499375,-0.13023958333333333,-0.4411111111111111,-0.1846888888888889,0.31065306122448977,-0.11573469387755102,0.31065306122448977,-0.11573469387755102,NA,NA,-0.4087777777777778,-0.3477222222222222,-0.4626666666666666,-0.076,0.18691588785046728,0.14051666772628055
House,53,1893,0.7913377192982456,0.192,0.23684210526315788,0.04511278195488721,0,-0.064168,-0.10172533333333332,-0.3514956140350877,-0.2030263157894737,0.4398421052631579,-9.548872180451104e-4,0.44023076923076926,-0.0069076923076923,0.423,0.257,-0.2849850746268657,-0.3225149253731343,-0.44630851063829785,-0.03269148936170213,0.8130841121495327,0.6434241269060501
Senate,53,1893,0.7612291666666666,0.14583333333333334,0.02083333333333333,0.2272727272727273,0,-0.07240625,-0.11142708333333332,-0.4382291666666666,-0.15839583333333335,0.323,-0.13102272727272726,0.320046511627907,-0.13713953488372094,0.45,0.132,-0.3947272727272727,-0.31372727272727274,-0.4750384615384615,-0.02696153846153846,0.18691588785046728,0.14228582554517133
House,54,1895,0.8380726044744617,0.11202185792349728,0.0970873786407767,0.09486166007905138,0.00842696629213483,0.1655792349726776,0.02062021857923497,-0.42202912621359223,-0.10036893203883496,0.4160434782608696,0.03907114624505928,0.4231799163179916,0.03544769874476988,0.2942142857142857,0.10092857142857142,-0.3378076923076923,-0.276,-0.45046753246753246,-0.04106493506493507,0.8130841121495327,0.6814235195259642
Senate,54,1895,0.7690318181818182,0.16666666666666666,0.025,0.20454545454545456,0,-0.0203,-0.07825555555555555,-0.42285,-0.173075,0.3461818181818182,-0.09086363636363635,0.3437674418604651,-0.09604651162790698,0.45,0.132,-0.39765,-0.30515,-0.44805,-0.041,0.18691588785046728,0.14374426508071367
House,55,1897,0.8195656089193825,0.11320754716981132,0.15151515151515152,0.0330188679245283,0,0.0925256064690027,0.05542318059299191,-0.3891363636363636,0.06209090909090909,0.4304292452830189,-0.04158962264150943,0.43593969849246234,-0.04169849246231156,0.34607692307692306,-0.03992307692307692,-0.3225,0.1597222222222222,-0.4352692307692308,-0.0055,0.8130841121495327,0.6663757754765072
Senate,55,1897,0.8071627497062279,0.16842105263157894,0.05405405405405406,0.08695652173913043,0,0.01685263157894736,-0.10163157894736842,-0.42605405405405405,-0.1261351351351351,0.3811086956521739,-0.29484782608695653,0.3769772727272727,-0.30279545454545453,0.472,-0.12,-0.4435625,-0.1370625,-0.4127142857142857,-0.1178095238095238,0.18691588785046728,0.1508715420011641
House,56,1899,0.8017018292133482,0.11170212765957446,0.1952662721893491,0.01522842639593908,0,0.05805053191489361,-0.00993085106382978,-0.3644378698224852,-0.04897633136094674,0.43726395939086293,-0.00967005076142132,0.43936507936507935,-0.01058201058201058,0.387625,0.011875,-0.2881625,-0.09695,-0.433,-0.00585393258426966,0.8130841121495327,0.6518510200145915
Senate,56,1899,0.8149285714285714,0.1702127659574468,0.14285714285714285,0.07142857142857142,0,0.1074468085106383,-0.08527659574468086,-0.4180714285714286,-0.09689285714285714,0.39685714285714285,-0.21846428571428572,0.3940740740740741,-0.22211111111111112,0.472,-0.12,-0.44175,0.09475,-0.4086,-0.17355,0.18691588785046728,0.15232309746328437
House,57,1901,0.8162580703883495,0.06720430107526881,0.13125,0.00970873786407766,0,0.0850752688172043,-0.01228763440860215,-0.36856875,0.01243125,0.4476893203883495,-0.0451504854368932,0.44806965174129354,-0.03954228855721393,0.4324,-0.2706,-0.2907205882352941,0.00494117647058823,-0.4261086956521739,0.01796739130434782,0.8130841121495327,0.663686468446602
Senate,57,1901,0.7731666666666667,0.13829787234042554,0.1875,0.08333333333333333,0.05434782608695652,0.1237127659574468,-0.10948936170212764,-0.37375,-0.01946875,0.39941666666666664,-0.19036666666666663,0.39691379310344826,-0.19279310344827583,0.472,-0.12,-0.2826666666666667,0.20675,-0.4284,-0.1552,0.18691588785046728,0.1445171339563863
House,58,1903,0.8135391886151232,0.07124681933842239,0.1534090909090909,0.00467289719626168,0,0.08638676844783715,-0.02711959287531806,-0.3638522727272727,-0.03982386363636363,0.4496869158878505,-0.00609813084112149,0.4494407582938389,-0.00524644549763033,0.467,-0.066,-0.30206410256410254,-0.11233333333333333,-0.4130306122448979,0.01788775510204081,0.8130841121495327,0.6614757888739786
Senate,58,1903,0.7942621212121213,0.0967741935483871,0.21212121212121213,0.03333333333333333,0,0.15188172043010753,-0.17873118279569894,-0.36054545454545456,-0.14130303030303032,0.4337166666666667,-0.19931666666666667,0.4337166666666667,-0.19931666666666667,NA,NA,-0.26445454545454544,-0.08372727272727273,-0.4085909090909091,-0.1700909090909091,0.18691588785046728,0.14846020957235911
House,59,1905,0.8245128140562923,0.03778337531486146,0.09420289855072464,0.00772200772200772,0,0.1581309823677582,-0.03679093198992443,-0.37977536231884057,-0.03878985507246377,0.4447374517374517,-0.03572586872586873,0.4448745098039216,-0.03262745098039216,0.436,-0.23325,-0.308275,-0.181225,-0.4089591836734694,0.0193469387755102,0.8130841121495327,0.6703982693728732
Senate,59,1905,0.8030852459016393,0.08333333333333333,0.17142857142857143,0.03278688524590164,0.02083333333333333,0.14309375,-0.14702083333333332,-0.3672,-0.13022857142857144,0.43588524590163935,-0.15665573770491803,0.43588524590163935,-0.15665573770491803,NA,NA,-0.29715384615384616,-0.06276923076923077,-0.4085909090909091,-0.1700909090909091,0.18691588785046728,0.15010939175731575
House,60,1907,0.7987012422360249,0.06516290726817042,0.13095238095238096,0.01739130434782608,0,0.10247368421052631,-0.02580701754385965,-0.3602142857142857,-0.05423809523809524,0.43848695652173914,-0.00190869565217391,0.43935874439461886,-0.00385650224215246,0.4107142857142857,0.06014285714285714,-0.3039852941176471,-0.1146764705882353,-0.39845,-0.01314,0.8130841121495327,0.6494112904162072
Senate,60,1907,0.7868799145299146,0.099009900990099,0.16666666666666666,0.06153846153846154,0.0198019801980198,0.14543564356435645,-0.1277920792079208,-0.36097222222222225,-0.18930555555555556,0.4259076923076923,-0.09372307692307692,0.4259076923076923,-0.09372307692307692,NA,NA,-0.303125,-0.284125,-0.3775,-0.16221428571428573,0.18691588785046728,0.1470803578560588
House,61,1909,0.7793529115707887,0.09226932668329176,0.1564245810055866,0.04054054054054054,0.00498753117206982,0.07880299251870325,-0.02754613466334165,-0.352659217877095,-0.01790502793296089,0.4266936936936937,-0.03531981981981982,0.4287783018867925,-0.03250471698113207,0.3825,-0.095,-0.28587654320987654,-0.07297530864197531,-0.40785714285714286,0.02761224489795918,0.8130841121495327,0.6336794701556879
Senate,61,1909,0.7785864661654136,0.12871287128712872,0.21052631578947367,0.07936507936507936,0,0.1244950495049505,-0.13930693069306932,-0.3611578947368421,-0.26155263157894737,0.4174285714285714,-0.06557142857142857,0.4175161290322581,-0.06066129032258064,0.412,-0.37,-0.34136363636363637,-0.25263636363636366,-0.36922222222222223,-0.2651851851851852,0.18691588785046728,0.1455301805916661
House,62,1911,0.7390068159688412,0.1715686274509804,0.2616033755274262,0.03550295857988166,0,-0.01706372549019607,-0.00611519607843137,-0.32546835443037975,-0.03870464135021097,0.4135384615384615,0.03063313609467455,0.4145548780487805,0.02677439024390244,0.3802,0.1572,-0.2642058823529412,-0.1353529411764706,-0.40796039603960393,0.09143564356435643,0.8130841121495327,0.6008747008344784
Senate,62,1911,0.7170681114551083,0.25925925925925924,0.392156862745098,0.14035087719298245,0,0.06880555555555555,-0.09527777777777778,-0.3096470588235294,-0.1757647058823529,0.40742105263157896,-0.02326315789473684,0.40733928571428574,-0.01707142857142857,0.412,-0.37,-0.26324,-0.03788,-0.3542692307692308,-0.3083461538461538,0.18691588785046728,0.1340314227018894
House,63,1913,0.7116582165727767,0.2516703786191537,0.3388704318936877,0.05072463768115942,0,-0.076456570155902,-0.00687750556792872,-0.30801328903654485,-0.04552491694352159,0.4036449275362319,0.04931884057971014,0.4045263157894737,0.04526315789473684,0.3802,0.1572,-0.24853968253968253,-0.1706190476190476,-0.408375,0.16557142857142856,0.8130841121495327,0.578637989175996
Senate,63,1913,0.6878327922077923,0.3465346534653465,0.4642857142857143,0.18181818181818185,0,0.02345544554455445,-0.06633663366336634,-0.2809464285714286,-0.14958928571428573,0.40688636363636366,0.03036363636363636,0.4067674418604651,0.03967441860465116,0.412,-0.37,-0.251,-0.01824137931034482,-0.3131111111111111,-0.2906666666666667,0.18691588785046728,0.12856687704818545
House,64,1915,0.7236305982905983,0.18510158013544015,0.3034188034188034,0.035,0,0.02279683972911964,0.02597968397291196,-0.3137905982905983,0.0823974358974359,0.40984,-0.044395,0.4111179487179487,-0.05156923076923077,0.36,0.2354,-0.24734146341463417,-0.07990243902439025,-0.38742342342342345,0.2622432432432432,0.8130841121495327,0.5883725425353462
Senate,64,1915,0.7063563218390805,0.32,0.41379310344827586,0.1904761904761905,0,0.01198,-0.04487,-0.2846896551724138,-0.0953448275862069,0.4216666666666667,0.02483333333333333,0.4216666666666667,0.02483333333333333,NA,NA,-0.2543939393939394,0.00769696969696969,-0.32468,-0.23136,0.18691588785046728,0.13202921903534215
House,65,1917,0.7156892476332835,0.18722466960352424,0.3244444444444444,0.03139013452914798,0,0.04923568281938326,0.04877533039647577,-0.3076488888888889,0.11936444444444444,0.4080403587443946,-0.03016143497757847,0.4089447004608295,-0.03754838709677419,0.37533333333333335,0.237,-0.2548086956521739,-0.06874782608695652,-0.3628909090909091,0.3160272727272727,0.8130841121495327,0.5819155564868753
Senate,65,1917,0.6972448552493896,0.32407407407407407,0.4426229508196721,0.1702127659574468,0,0.02482407407407407,-0.05459259259259259,-0.2786065573770492,-0.12242622950819672,0.4186382978723404,0.0334468085106383,0.4186382978723404,0.0334468085106383,NA,NA,-0.24363636363636365,-0.02906060606060606,-0.3198214285714286,-0.2324642857142857,0.18691588785046728,0.1303261411681102
House,66,1919,0.7153480392156863,0.15384615384615383,0.27941176470588236,0.04032258064516129,0,0.08141978021978022,0.06001978021978022,-0.31084803921568627,0.12004411764705884,0.4045,0.00186290322580645,0.40618333333333334,-0.00721666666666666,0.354,0.27425,-0.28098863636363636,-0.21618181818181817,-0.3335,0.3751120689655173,0.8130841121495327,0.5816381253435954
Senate,66,1919,0.718318431372549,0.2871287128712871,0.42,0.1568627450980392,0,0.06947524752475247,-0.06157425742574257,-0.29324,-0.15808,0.425078431372549,0.03303921568627451,0.425078431372549,0.03303921568627451,NA,NA,-0.22078260869565217,-0.03526086956521739,-0.354962962962963,-0.2627037037037037,0.18691588785046728,0.13426512735935495
House,67,1921,0.7041521040123025,0.15077605321507762,0.2898550724637681,0.08681672025723473,0.00445434298440979,0.1782771618625277,0.102490022172949,-0.3096086956521739,0.3182536231884058,0.39454340836012863,0.00596141479099678,0.39698666666666665,0.00195999999999999,0.32790909090909093,0.11509090909090908,-0.31903333333333334,-0.23496666666666663,-0.30699074074074073,0.4719259259259259,0.8130841121495327,0.5725348883090684
Senate,67,1921,0.7071526806526807,0.26666666666666666,0.4358974358974359,0.16666666666666666,0,0.15808571428571427,-0.01166666666666666,-0.2864102564102564,-0.1387948717948718,0.42074242424242425,0.06345454545454546,0.418203125,0.05996875,0.502,0.17500000000000002,-0.1999375,-0.0749375,-0.34656521739130436,-0.18321739130434783,0.18691588785046728,0.13217807115003377
House,68,1923,0.6956949427424299,0.2317880794701987,0.4101382488479262,0.05579399141630901,0.00666666666666666,0.0722384105960265,0.14981015452538632,-0.28855760368663597,0.2430599078341014,0.407137339055794,0.0536824034334764,0.40875438596491226,0.04974561403508772,0.33340000000000003,0.2332,-0.27800970873786407,-0.02310679611650485,-0.2980877192982456,0.4835438596491228,0.8130841121495327,0.5656585048466486
Senate,68,1923,0.6671773748521876,0.3173076923076923,0.4883720930232558,0.1694915254237288,0,0.13374038461538462,0.0146826923076923,-0.25327906976744186,-0.09018604651162793,0.4138983050847458,0.06083050847457627,0.4108070175438596,0.05682456140350877,0.502,0.17500000000000002,-0.1524761904761905,0.01338095238095238,-0.3495,-0.18904545454545457,0.18691588785046728,0.12470605137424068
House,69,1925,0.6752149189189189,0.24545454545454545,0.43783783783783786,0.088,0.09885057471264368,0.10769772727272728,0.15247272727272726,-0.28051891891891895,0.32904864864864863,0.394696,0.008624,0.3973934426229509,0.00465573770491803,0.285,0.17,-0.2942077922077922,0.00445454545454545,-0.27075925925925926,0.5604722222222223,0.8130841121495327,0.549006522859308
Senate,69,1925,0.6666183759054518,0.3238095238095238,0.46511627906976744,0.21311475409836064,0.01923076923076923,0.12318095238095238,0.0564,-0.2686511627906977,-0.09153488372093024,0.3979672131147541,0.14557377049180328,0.3932456140350878,0.14056140350877194,0.46525,0.217,-0.1748695652173913,-0.02395652173913043,-0.3765,-0.16925,0.18691588785046728,0.12460156558980408
House,70,1927,0.6683822876063541,0.27149321266968324,0.4393939393939394,0.12448132780082988,0.10250569476082004,0.08096153846153846,0.15477149321266967,-0.285979797979798,0.309010101010101,0.382402489626556,0.01998340248962655,0.38375,0.01420338983050847,0.3188,0.2928,-0.3130909090909091,-0.04454545454545455,-0.2642909090909091,0.5918545454545454,0.8130841121495327,0.543451018894886
Senate,70,1927,0.6651780660377359,0.3431372549019608,0.4583333333333333,0.22641509433962265,0.0297029702970297,0.07767647058823529,0.06333333333333334,-0.2726875,-0.05002083333333333,0.39249056603773586,0.14873584905660378,0.391078431372549,0.14441176470588235,0.4285,0.259,-0.19076923076923075,-0.03173076923076923,-0.3695,-0.07163636363636364,0.18691588785046728,0.12433234879210016
House,71,1929,0.6525232152918345,0.2721238938053097,0.4508670520231214,0.1552346570397112,0.09333333333333334,0.11742699115044249,0.12463274336283184,-0.28365317919075145,0.29816184971098264,0.36887003610108304,0.01463537906137184,0.37161776061776064,-0.00472586872586872,0.3293333333333333,0.2932222222222222,-0.3332432432432432,-0.1289054054054054,-0.24658585858585855,0.6173838383838384,0.8130841121495327,0.5305562591625197
